JobIDRaw|JobName|State|Elapsed|Timelimit|ReqMem|MaxRSS|AllocCPUS|TotalCPU|ExitCode
38247297.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00.001|0:0
38247298|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38247298.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247298.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38247299|SpaTrack_Array|FAILED|00:00:00|10:00:00|64Gn||4|00:00:00|1:0
38247299.batch|batch|FAILED|00:00:00||64Gn||4|00:00:00|1:0
38247299.extern|extern|COMPLETED|00:00:00||64Gn|2864K|4|00:00:00|0:0
38247302|SpaTrack_Array|FAILED|00:00:52|10:00:00|64Gn||4|00:05.549|2:0
38247302.batch|batch|FAILED|00:00:52||64Gn|3176K|4|00:05.548|2:0
38247302.extern|extern|COMPLETED|00:00:52||64Gn|2864K|4|00:00:00|0:0
38247303|SpaTrack_Array|FAILED|00:00:09|10:00:00|64Gn||4|00:06.718|2:0
38247303.batch|batch|FAILED|00:00:09||64Gn|3008K|4|00:06.717|2:0
38247303.extern|extern|COMPLETED|00:00:09||64Gn|2680K|4|00:00.001|0:0
38247304|SpaTrack_Array|FAILED|00:00:08|10:00:00|64Gn||4|00:05.467|2:0
38247304.batch|batch|FAILED|00:00:08||64Gn|3176K|4|00:05.466|2:0
38247304.extern|extern|COMPLETED|00:00:08||64Gn|2864K|4|00:00.001|0:0
38247305|SpaTrack_Array|FAILED|00:00:08|10:00:00|64Gn||4|00:05.365|2:0
38247305.batch|batch|FAILED|00:00:08||64Gn|3176K|4|00:05.364|2:0
38247305.extern|extern|COMPLETED|00:00:08||64Gn|2864K|4|00:00.001|0:0
38247306|SpaTrack_Array|FAILED|00:00:08|10:00:00|64Gn||4|00:05.881|2:0
38247306.batch|batch|FAILED|00:00:08||64Gn|3176K|4|00:05.880|2:0
38247306.extern|extern|COMPLETED|00:00:08||64Gn|2864K|4|00:00:00|0:0
38247307|SpaTrack_Array|FAILED|00:00:09|10:00:00|64Gn||4|00:05.672|2:0
38247307.batch|batch|FAILED|00:00:09||64Gn|3176K|4|00:05.671|2:0
38247307.extern|extern|COMPLETED|00:00:09||64Gn|2864K|4|00:00:00|0:0
38247308|SpaTrack_Array|FAILED|00:00:09|10:00:00|64Gn||4|00:05.650|2:0
38247308.batch|batch|FAILED|00:00:09||64Gn|3176K|4|00:05.649|2:0
38247308.extern|extern|COMPLETED|00:00:09||64Gn|2864K|4|00:00:00|0:0
38247309|SpaTrack_Array|FAILED|00:00:08|10:00:00|64Gn||4|00:05.254|2:0
38247309.batch|batch|FAILED|00:00:08||64Gn|3176K|4|00:05.253|2:0
38247309.extern|extern|COMPLETED|00:00:09||64Gn|2864K|4|00:00.001|0:0
38247310|SpaTrack_Array|FAILED|00:00:08|10:00:00|64Gn||4|00:05.501|2:0
38247310.batch|batch|FAILED|00:00:08||64Gn|3176K|4|00:05.500|2:0
38247310.extern|extern|COMPLETED|00:00:08||64Gn|2864K|4|00:00:00|0:0
38247311|SpaTrack_Array|FAILED|00:00:08|10:00:00|64Gn||4|00:05.954|2:0
38247311.batch|batch|FAILED|00:00:08||64Gn|3176K|4|00:05.953|2:0
38247311.extern|extern|COMPLETED|00:00:08||64Gn|2864K|4|00:00.001|0:0
38247312|SpaTrack_Array|FAILED|00:00:10|10:00:00|64Gn||4|00:05.992|2:0
38247312.batch|batch|FAILED|00:00:10||64Gn|3176K|4|00:05.991|2:0
38247312.extern|extern|COMPLETED|00:00:10||64Gn|2864K|4|00:00:00|0:0
38247313|SpaTrack_Array|FAILED|00:00:09|10:00:00|64Gn||4|00:05.093|2:0
38247313.batch|batch|FAILED|00:00:09||64Gn|3176K|4|00:05.092|2:0
38247313.extern|extern|COMPLETED|00:00:09||64Gn|2864K|4|00:00:00|0:0
38247314|SpaTrack_Array|FAILED|00:00:37|10:00:00|64Gn||4|00:05.499|2:0
38247314.batch|batch|FAILED|00:00:37||64Gn|54788K|4|00:05.498|2:0
38247314.extern|extern|COMPLETED|00:00:37||64Gn|2864K|4|00:00:00|0:0
38247315|SpaTrack_Array|FAILED|00:00:52|10:00:00|64Gn||4|00:05.893|2:0
38247315.batch|batch|FAILED|00:00:52||64Gn|3180K|4|00:05.893|2:0
38247315.extern|extern|COMPLETED|00:00:52||64Gn|2864K|4|00:00:00|0:0
38247316|SpaTrack_Array|FAILED|00:01:19|10:00:00|64Gn||4|00:05.886|2:0
38247316.batch|batch|FAILED|00:01:19||64Gn|3176K|4|00:05.884|2:0
38247316.extern|extern|COMPLETED|00:01:19||64Gn|2864K|4|00:00.001|0:0
38247317|SpaTrack_Array|FAILED|00:01:06|10:00:00|64Gn||4|00:05.868|2:0
38247317.batch|batch|FAILED|00:01:06||64Gn|54788K|4|00:05.867|2:0
38247317.extern|extern|COMPLETED|00:01:06||64Gn|2864K|4|00:00:00|0:0
38247354|SpaTrack_Array|FAILED|00:01:46|10:00:00|64Gn||4|00:13.584|1:0
38247354.batch|batch|FAILED|00:01:46||64Gn|80.50M|4|00:13.583|1:0
38247354.extern|extern|COMPLETED|00:01:46||64Gn|2864K|4|00:00:00|0:0
38247355|SpaTrack_Array|FAILED|00:00:36|10:00:00|64Gn||4|00:17.327|1:0
38247355.batch|batch|FAILED|00:00:36||64Gn|461120K|4|00:17.325|1:0
38247355.extern|extern|COMPLETED|00:00:36||64Gn|2680K|4|00:00.001|0:0
38247356|SpaTrack_Array|FAILED|00:00:36|10:00:00|64Gn||4|00:17.685|1:0
38247356.batch|batch|FAILED|00:00:36||64Gn|209040K|4|00:17.684|1:0
38247356.extern|extern|COMPLETED|00:00:36||64Gn|2680K|4|00:00.001|0:0
38247357|SpaTrack_Array|FAILED|00:00:38|10:00:00|64Gn||4|00:15.097|1:0
38247357.batch|batch|FAILED|00:00:38||64Gn|101904K|4|00:15.096|1:0
38247357.extern|extern|COMPLETED|00:00:38||64Gn|2864K|4|00:00.001|0:0
38247358|SpaTrack_Array|FAILED|00:00:36|10:00:00|64Gn||4|00:13.466|1:0
38247358.batch|batch|FAILED|00:00:36||64Gn|127864K|4|00:13.465|1:0
38247358.extern|extern|COMPLETED|00:00:36||64Gn|2864K|4|00:00.001|0:0
38247359|SpaTrack_Array|FAILED|00:00:36|10:00:00|64Gn||4|00:13.210|1:0
38247359.batch|batch|FAILED|00:00:36||64Gn|461180K|4|00:13.209|1:0
38247359.extern|extern|COMPLETED|00:00:36||64Gn|2864K|4|00:00:00|0:0
38247360|SpaTrack_Array|FAILED|00:00:36|10:00:00|64Gn||4|00:14.241|1:0
38247360.batch|batch|FAILED|00:00:36||64Gn|460176K|4|00:14.240|1:0
38247360.extern|extern|COMPLETED|00:00:36||64Gn|2864K|4|00:00:00|0:0
38247361|SpaTrack_Array|FAILED|00:00:36|10:00:00|64Gn||4|00:16.191|1:0
38247361.batch|batch|FAILED|00:00:36||64Gn|461496K|4|00:16.190|1:0
38247361.extern|extern|COMPLETED|00:00:36||64Gn|2864K|4|00:00:00|0:0
38247362|SpaTrack_Array|FAILED|00:02:03|10:00:00|64Gn||4|00:15.204|1:0
38247362.batch|batch|FAILED|00:02:03||64Gn|510272K|4|00:15.203|1:0
38247362.extern|extern|COMPLETED|00:02:03||64Gn|2864K|4|00:00:00|0:0
38247363|SpaTrack_Array|FAILED|00:02:03|10:00:00|64Gn||4|00:14.152|1:0
38247363.batch|batch|FAILED|00:02:03||64Gn|509368K|4|00:14.151|1:0
38247363.extern|extern|COMPLETED|00:02:03||64Gn|2864K|4|00:00:00|0:0
38247364|SpaTrack_Array|FAILED|00:00:40|10:00:00|64Gn||4|00:14.837|1:0
38247364.batch|batch|FAILED|00:00:40||64Gn|127572K|4|00:14.836|1:0
38247364.extern|extern|COMPLETED|00:00:40||64Gn|2864K|4|00:00.001|0:0
38247365|SpaTrack_Array|FAILED|00:00:40|10:00:00|64Gn||4|00:14.419|1:0
38247365.batch|batch|FAILED|00:00:40||64Gn|127864K|4|00:14.418|1:0
38247365.extern|extern|COMPLETED|00:00:40||64Gn|2864K|4|00:00:00|0:0
38247366|SpaTrack_Array|FAILED|00:01:10|10:00:00|64Gn||4|00:14.008|1:0
38247366.batch|batch|FAILED|00:01:10||64Gn|308004K|4|00:14.007|1:0
38247366.extern|extern|COMPLETED|00:01:10||64Gn|2864K|4|00:00:00|0:0
38247367|SpaTrack_Array|FAILED|00:00:39|10:00:00|64Gn||4|00:15.316|1:0
38247367.batch|batch|FAILED|00:00:39||64Gn|113952K|4|00:15.315|1:0
38247367.extern|extern|COMPLETED|00:00:39||64Gn|2864K|4|00:00:00|0:0
38247368|SpaTrack_Array|FAILED|00:01:10|10:00:00|64Gn||4|00:13.682|1:0
38247368.batch|batch|FAILED|00:01:10||64Gn|309096K|4|00:13.681|1:0
38247368.extern|extern|COMPLETED|00:01:10||64Gn|2864K|4|00:00:00|0:0
38247369|SpaTrack_Array|FAILED|00:01:29|10:00:00|64Gn||4|00:13.337|1:0
38247369.batch|batch|FAILED|00:01:29||64Gn|57532K|4|00:13.336|1:0
38247369.extern|extern|COMPLETED|00:01:29||64Gn|2864K|4|00:00:00|0:0
38247446|SpaTrack_Array|FAILED|00:02:03|10:00:00|64Gn||4|02:00.040|1:0
38247446.batch|batch|FAILED|00:02:03||64Gn|48779028K|4|02:00.039|1:0
38247446.extern|extern|COMPLETED|00:02:03||64Gn|2864K|4|00:00:00|0:0
38247447|SpaTrack_Array|FAILED|00:02:57|10:00:00|64Gn||4|02:15.135|1:0
38247447.batch|batch|FAILED|00:02:57||64Gn|45976456K|4|02:15.133|1:0
38247447.extern|extern|COMPLETED|00:02:57||64Gn|2680K|4|00:00.001|0:0
38247448|SpaTrack_Array|FAILED|00:02:15|10:00:00|64Gn||4|01:52.245|1:0
38247448.batch|batch|FAILED|00:02:15||64Gn|47515724K|4|01:52.244|1:0
38247448.extern|extern|COMPLETED|00:02:15||64Gn|2864K|4|00:00:00|0:0
38247449|SpaTrack_Array|FAILED|00:02:18|10:00:00|64Gn||4|01:56.945|1:0
38247449.batch|batch|FAILED|00:02:18||64Gn|46669876K|4|01:56.944|1:0
38247449.extern|extern|COMPLETED|00:02:18||64Gn|2864K|4|00:00.001|0:0
38247450|SpaTrack_Array|FAILED|00:02:24|10:00:00|64Gn||4|02:05.982|1:0
38247450.batch|batch|FAILED|00:02:24||64Gn|45881168K|4|02:05.981|1:0
38247450.extern|extern|COMPLETED|00:02:24||64Gn|2864K|4|00:00:00|0:0
38247451|SpaTrack_Array|FAILED|00:02:38|10:00:00|64Gn||4|01:54.138|1:0
38247451.batch|batch|FAILED|00:02:38||64Gn|47686520K|4|01:54.137|1:0
38247451.extern|extern|COMPLETED|00:02:38||64Gn|2864K|4|00:00.001|0:0
38247452|SpaTrack_Array|FAILED|00:02:19|10:00:00|64Gn||4|01:59.486|1:0
38247452.batch|batch|FAILED|00:02:19||64Gn|45924480K|4|01:59.485|1:0
38247452.extern|extern|COMPLETED|00:02:19||64Gn|2864K|4|00:00:00|0:0
38247453|SpaTrack_Array|FAILED|00:02:17|10:00:00|64Gn||4|01:57.569|1:0
38247453.batch|batch|FAILED|00:02:17||64Gn|45924216K|4|01:57.568|1:0
38247453.extern|extern|COMPLETED|00:02:18||64Gn|2864K|4|00:00:00|0:0
38247454|SpaTrack_Array|FAILED|00:02:51|10:00:00|64Gn||4|02:10.375|1:0
38247454.batch|batch|FAILED|00:02:51||64Gn|45912708K|4|02:10.373|1:0
38247454.extern|extern|COMPLETED|00:02:51||64Gn|2892K|4|00:00.002|0:0
38247455|SpaTrack_Array|FAILED|00:02:16|10:00:00|64Gn||4|01:56.310|1:0
38247455.batch|batch|FAILED|00:02:16||64Gn|47510112K|4|01:56.309|1:0
38247455.extern|extern|COMPLETED|00:02:16||64Gn|2864K|4|00:00:00|0:0
38247456|SpaTrack_Array|FAILED|00:02:16|10:00:00|64Gn||4|01:56.148|1:0
38247456.batch|batch|FAILED|00:02:16||64Gn|47741600K|4|01:56.147|1:0
38247456.extern|extern|COMPLETED|00:02:16||64Gn|2864K|4|00:00:00|0:0
38247457|SpaTrack_Array|FAILED|00:02:16|10:00:00|64Gn||4|01:55.575|1:0
38247457.batch|batch|FAILED|00:02:16||64Gn|47517412K|4|01:55.574|1:0
38247457.extern|extern|COMPLETED|00:02:16||64Gn|2864K|4|00:00:00|0:0
38247458|SpaTrack_Array|FAILED|00:01:26|10:00:00|64Gn||4|00:12.368|4:0
38247458.batch|batch|FAILED|00:01:26||64Gn|82444K|4|00:12.367|4:0
38247458.extern|extern|COMPLETED|00:01:26||64Gn|348K|4|00:00.001|0:0
38247459|SpaTrack_Array|FAILED|00:01:26|10:00:00|64Gn||4|00:11.161|4:0
38247459.batch|batch|FAILED|00:01:26||64Gn|82444K|4|00:11.160|4:0
38247459.extern|extern|COMPLETED|00:01:26||64Gn|3456K|4|00:00:00|0:0
38247460|SpaTrack_Array|FAILED|00:01:57|10:00:00|64Gn||4|01:51.193|1:0
38247460.batch|batch|FAILED|00:01:57||64Gn|51613340K|4|01:51.192|1:0
38247460.extern|extern|COMPLETED|00:01:57||64Gn|2864K|4|00:00.001|0:0
38247461|SpaTrack_Array|FAILED|00:01:57|10:00:00|64Gn||4|01:53.218|1:0
38247461.batch|batch|FAILED|00:01:57||64Gn|51660032K|4|01:53.217|1:0
38247461.extern|extern|COMPLETED|00:01:57||64Gn|2864K|4|00:00:00|0:0
38247467|SpaTrack_Array|FAILED|00:03:27|10:00:00|64Gn||4|02:42.589|11:0
38247467.batch|batch|FAILED|00:03:27||64Gn|58928332K|4|02:42.588|11:0
38247467.extern|extern|COMPLETED|00:03:27||64Gn|2868K|4|00:00:00|0:0
38247468|SpaTrack_Array|FAILED|00:03:32|10:00:00|64Gn||4|02:50.722|11:0
38247468.batch|batch|FAILED|00:03:32||64Gn|51064236K|4|02:50.720|11:0
38247468.extern|extern|COMPLETED|00:03:32||64Gn|2856K|4|00:00.002|0:0
38247469|SpaTrack_Array|FAILED|00:03:38|10:00:00|64Gn||4|02:55.649|11:0
38247469.batch|batch|FAILED|00:03:38||64Gn|58188232K|4|02:55.646|11:0
38247469.extern|extern|COMPLETED|00:03:38||64Gn|2676K|4|00:00.002|0:0
38247470|SpaTrack_Array|FAILED|00:03:37|10:00:00|64Gn||4|02:55.262|11:0
38247470.batch|batch|FAILED|00:03:37||64Gn|58188204K|4|02:55.260|11:0
38247470.extern|extern|COMPLETED|00:03:37||64Gn|2676K|4|00:00.001|0:0
38247471|SpaTrack_Array|FAILED|00:03:00|10:00:00|64Gn||4|02:53.872|11:0
38247471.batch|batch|FAILED|00:03:00||64Gn|57648536K|4|02:53.871|11:0
38247471.extern|extern|COMPLETED|00:03:00||64Gn|2864K|4|00:00:00|0:0
38247472|SpaTrack_Array|FAILED|00:02:30|10:00:00|64Gn||4|02:26.139|11:0
38247472.batch|batch|FAILED|00:02:30||64Gn|50218692K|4|02:26.138|11:0
38247472.extern|extern|COMPLETED|00:02:31||64Gn|2864K|4|00:00.001|0:0
38247473|SpaTrack_Array|OUT_OF_MEMORY|00:02:41|10:00:00|64Gn||4|02:37.515|0:125
38247473.batch|batch|OUT_OF_MEMORY|00:02:41||64Gn|56269128K|4|02:37.514|0:125
38247473.extern|extern|COMPLETED|00:02:41||64Gn|2864K|4|00:00:00|0:0
38247474|SpaTrack_Array|FAILED|00:02:41|10:00:00|64Gn||4|02:37.913|11:0
38247474.batch|batch|FAILED|00:02:41||64Gn|56190536K|4|02:37.912|11:0
38247474.extern|extern|COMPLETED|00:02:41||64Gn|2864K|4|00:00:00|0:0
38247475|SpaTrack_Array|OUT_OF_MEMORY|00:03:28|10:00:00|64Gn||4|02:55.729|0:125
38247475.batch|batch|OUT_OF_MEMORY|00:03:28||64Gn|58917612K|4|02:55.726|0:125
38247475.extern|extern|COMPLETED|00:03:28||64Gn|2892K|4|00:00.002|0:0
38247476|SpaTrack_Array|FAILED|00:03:14|10:00:00|64Gn||4|02:33.486|11:0
38247476.batch|batch|FAILED|00:03:14||64Gn|54683192K|4|02:33.485|11:0
38247476.extern|extern|COMPLETED|00:03:14||64Gn|2864K|4|00:00:00|0:0
38247477|SpaTrack_Array|FAILED|00:03:08|10:00:00|64Gn||4|02:26.807|11:0
38247477.batch|batch|FAILED|00:03:08||64Gn|58200440K|4|02:26.807|11:0
38247477.extern|extern|COMPLETED|00:03:08||64Gn|2864K|4|00:00:00|0:0
38247478|SpaTrack_Array|FAILED|00:00:16|10:00:00|64Gn||4|00:11.581|4:0
38247478.batch|batch|FAILED|00:00:16||64Gn|3768K|4|00:11.580|4:0
38247478.extern|extern|COMPLETED|00:00:16||64Gn|3456K|4|00:00:00|0:0
38247479|SpaTrack_Array|FAILED|00:00:16|10:00:00|64Gn||4|00:10.836|4:0
38247479.batch|batch|FAILED|00:00:16||64Gn|3768K|4|00:10.835|4:0
38247479.extern|extern|COMPLETED|00:00:16||64Gn|4K|4|00:00:00|0:0
38247480|SpaTrack_Array|FAILED|00:00:16|10:00:00|64Gn||4|00:10.101|4:0
38247480.batch|batch|FAILED|00:00:16||64Gn|3768K|4|00:10.100|4:0
38247480.extern|extern|COMPLETED|00:00:16||64Gn|4K|4|00:00.001|0:0
38247481|SpaTrack_Array|FAILED|00:02:34|10:00:00|64Gn||4|02:28.924|11:0
38247481.batch|batch|FAILED|00:02:34||64Gn|65678604K|4|02:28.923|11:0
38247481.extern|extern|COMPLETED|00:02:34||64Gn|2864K|4|00:00:00|0:0
38247482|SpaTrack_Array|FAILED|00:02:32|10:00:00|64Gn||4|02:26.754|11:0
38247482.batch|batch|FAILED|00:02:32||64Gn|50312944K|4|02:26.753|11:0
38247482.extern|extern|COMPLETED|00:02:32||64Gn|2864K|4|00:00:00|0:0
38247484|SpaTrack_Array|FAILED|00:00:27|10:00:00|128Gn||4|00:12.390|4:0
38247484.batch|batch|FAILED|00:00:27||128Gn|3768K|4|00:12.389|4:0
38247484.extern|extern|COMPLETED|00:00:27||128Gn|4K|4|00:00.001|0:0
38247485|SpaTrack_Array|FAILED|00:06:24|10:00:00|128Gn||4|08:19.220|1:0
38247485.batch|batch|FAILED|00:06:24||128Gn|91928040K|4|08:19.219|1:0
38247485.extern|extern|COMPLETED|00:06:25||128Gn|2400K|4|00:00.001|0:0
38247486|SpaTrack_Array|FAILED|00:06:26|10:00:00|128Gn||4|08:24.680|1:0
38247486.batch|batch|FAILED|00:06:26||128Gn|84273632K|4|08:24.678|1:0
38247486.extern|extern|COMPLETED|00:06:26||128Gn|2444K|4|00:00.002|0:0
38247487|SpaTrack_Array|FAILED|00:06:26|10:00:00|128Gn||4|07:44.193|1:0
38247487.batch|batch|FAILED|00:06:26||128Gn|84971400K|4|07:44.191|1:0
38247487.extern|extern|COMPLETED|00:06:26||128Gn|2856K|4|00:00.001|0:0
38247488|SpaTrack_Array|FAILED|00:05:46|10:00:00|128Gn||4|07:03.937|1:0
38247488.batch|batch|FAILED|00:05:46||128Gn|81261016K|4|07:03.936|1:0
38247488.extern|extern|COMPLETED|00:05:46||128Gn|2864K|4|00:00:00|0:0
38247489|SpaTrack_Array|FAILED|00:06:55|10:00:00|128Gn||4|06:55.269|1:0
38247489.batch|batch|FAILED|00:06:55||128Gn|84296556K|4|06:55.269|1:0
38247489.extern|extern|COMPLETED|00:06:55||128Gn|2864K|4|00:00:00|0:0
38247490|SpaTrack_Array|FAILED|00:05:56|10:00:00|128Gn||4|07:45.049|1:0
38247490.batch|batch|FAILED|00:05:56||128Gn|90743168K|4|07:45.048|1:0
38247490.extern|extern|COMPLETED|00:05:56||128Gn|2864K|4|00:00.001|0:0
38247491|SpaTrack_Array|FAILED|00:05:22|10:00:00|128Gn||4|06:55.697|1:0
38247491.batch|batch|FAILED|00:05:22||128Gn|84780728K|4|06:55.696|1:0
38247491.extern|extern|COMPLETED|00:05:22||128Gn|2864K|4|00:00:00|0:0
38247492|SpaTrack_Array|FAILED|00:05:30|10:00:00|128Gn||4|06:46.152|1:0
38247492.batch|batch|FAILED|00:05:30||128Gn|92258664K|4|06:46.151|1:0
38247492.extern|extern|COMPLETED|00:05:30||128Gn|2864K|4|00:00:00|0:0
38247493|SpaTrack_Array|FAILED|00:05:28|10:00:00|128Gn||4|07:01.894|1:0
38247493.batch|batch|FAILED|00:05:28||128Gn|91926188K|4|07:01.893|1:0
38247493.extern|extern|COMPLETED|00:05:29||128Gn|2864K|4|00:00:00|0:0
38247494|SpaTrack_Array|FAILED|00:05:30|10:00:00|128Gn||4|07:01.357|1:0
38247494.batch|batch|FAILED|00:05:30||128Gn|91985288K|4|07:01.356|1:0
38247494.extern|extern|COMPLETED|00:05:30||128Gn|2864K|4|00:00:00|0:0
38247495|SpaTrack_Array|FAILED|00:05:49|10:00:00|128Gn||4|06:51.823|1:0
38247495.batch|batch|FAILED|00:05:49||128Gn|85991620K|4|06:51.822|1:0
38247495.extern|extern|COMPLETED|00:05:49||128Gn|2864K|4|00:00:00|0:0
38247496|SpaTrack_Array|FAILED|00:00:47|10:00:00|128Gn||4|00:11.152|4:0
38247496.batch|batch|FAILED|00:00:47||128Gn|82440K|4|00:11.151|4:0
38247496.extern|extern|COMPLETED|00:00:47||128Gn|3460K|4|00:00.001|0:0
38247497|SpaTrack_Array|FAILED|00:00:47|10:00:00|128Gn||4|00:10.691|4:0
38247497.batch|batch|FAILED|00:00:47||128Gn|82440K|4|00:10.690|4:0
38247497.extern|extern|COMPLETED|00:00:47||128Gn|348K|4|00:00.001|0:0
38247498|SpaTrack_Array|FAILED|00:00:13|10:00:00|128Gn||4|00:09.634|4:0
38247498.batch|batch|FAILED|00:00:13||128Gn|3768K|4|00:09.633|4:0
38247498.extern|extern|COMPLETED|00:00:13||128Gn|4K|4|00:00.001|0:0
38247499|SpaTrack_Array|FAILED|00:00:27|10:00:00|128Gn||4|00:11.983|4:0
38247499.batch|batch|FAILED|00:00:27||128Gn|3768K|4|00:11.982|4:0
38247499.extern|extern|COMPLETED|00:00:27||128Gn|4K|4|00:00.001|0:0
38261739|ood-r-4.4.1-foss-2023b|TIMEOUT|12:00:24|12:00:00|64Gc||8|00:30.807|0:0
38261739.batch|batch|CANCELLED|12:00:25||64Gc|1931720K|8|00:30.806|0:15
38261739.extern|extern|COMPLETED|12:00:24||64Gc|2864K|8|00:00:00|0:0
38266269|ood-r-4.4.1-foss-2023b|TIMEOUT|12:00:11|12:00:00|64Gc||8|00:29.865|0:0
38266269.batch|batch|CANCELLED|12:00:12||64Gc|1424616K|8|00:29.864|0:15
38266269.extern|extern|COMPLETED|12:00:11||64Gc|2864K|8|00:00:00|0:0
38266276|SpaTrack_Array|FAILED|00:00:32|10:00:00|128Gn||4|00:18.368|1:0
38266276.batch|batch|FAILED|00:00:32||128Gn|509960K|4|00:18.367|1:0
38266276.extern|extern|COMPLETED|00:00:32||128Gn|2900K|4|00:00.001|0:0
38266277|SpaTrack_Array|FAILED|00:00:32|10:00:00|128Gn||4|00:16.549|1:0
38266277.batch|batch|FAILED|00:00:32||128Gn|512592K|4|00:16.547|1:0
38266277.extern|extern|COMPLETED|00:00:32||128Gn|2864K|4|00:00.001|0:0
38266278|SpaTrack_Array|FAILED|00:00:33|10:00:00|128Gn||4|00:17.506|1:0
38266278.batch|batch|FAILED|00:00:33||128Gn|500040K|4|00:17.504|1:0
38266278.extern|extern|COMPLETED|00:00:33||128Gn|2680K|4|00:00.001|0:0
38266279|SpaTrack_Array|FAILED|00:00:33|10:00:00|128Gn||4|00:16.913|1:0
38266279.batch|batch|FAILED|00:00:33||128Gn|504924K|4|00:16.912|1:0
38266279.extern|extern|COMPLETED|00:00:33||128Gn|2680K|4|00:00.001|0:0
38266280|SpaTrack_Array|FAILED|00:00:32|10:00:00|128Gn||4|00:14.943|1:0
38266280.batch|batch|FAILED|00:00:32||128Gn|511948K|4|00:14.942|1:0
38266280.extern|extern|COMPLETED|00:00:33||128Gn|2680K|4|00:00.001|0:0
38266281|SpaTrack_Array|FAILED|00:00:33|10:00:00|128Gn||4|00:17.435|1:0
38266281.batch|batch|FAILED|00:00:33||128Gn|518188K|4|00:17.434|1:0
38266281.extern|extern|COMPLETED|00:00:33||128Gn|2680K|4|00:00.001|0:0
38266282|SpaTrack_Array|FAILED|00:00:32|10:00:00|128Gn||4|00:16.974|1:0
38266282.batch|batch|FAILED|00:00:32||128Gn|498196K|4|00:16.972|1:0
38266282.extern|extern|COMPLETED|00:00:33||128Gn|2680K|4|00:00.001|0:0
38266283|SpaTrack_Array|FAILED|00:01:01|10:00:00|128Gn||4|00:16.604|1:0
38266283.batch|batch|FAILED|00:01:01||128Gn|1352K|4|00:16.602|1:0
38266283.extern|extern|COMPLETED|00:01:01||128Gn|2576K|4|00:00.002|0:0
38266284|SpaTrack_Array|FAILED|00:00:32|10:00:00|128Gn||4|00:17.972|1:0
38266284.batch|batch|FAILED|00:00:32||128Gn|499792K|4|00:17.970|1:0
38266284.extern|extern|COMPLETED|00:00:32||128Gn|2540K|4|00:00.002|0:0
38266285|SpaTrack_Array|FAILED|00:00:20|10:00:00|128Gn||4|00:12.619|1:0
38266285.batch|batch|FAILED|00:00:20||128Gn|3176K|4|00:12.618|1:0
38266285.extern|extern|COMPLETED|00:00:20||128Gn|2864K|4|00:00:00|0:0
38266286|SpaTrack_Array|FAILED|00:00:33|10:00:00|128Gn||4|00:16.673|1:0
38266286.batch|batch|FAILED|00:00:33||128Gn|514648K|4|00:16.672|1:0
38266286.extern|extern|COMPLETED|00:00:33||128Gn|2900K|4|00:00.001|0:0
38266287|SpaTrack_Array|FAILED|00:00:33|10:00:00|128Gn||4|00:17.858|1:0
38266287.batch|batch|FAILED|00:00:33||128Gn|515672K|4|00:17.857|1:0
38266287.extern|extern|COMPLETED|00:00:33||128Gn|2900K|4|00:00.001|0:0
38266288|SpaTrack_Array|FAILED|00:00:34|10:00:00|128Gn||4|00:20.188|1:0
38266288.batch|batch|FAILED|00:00:34||128Gn|403704K|4|00:20.183|1:0
38266288.extern|extern|COMPLETED|00:00:34||128Gn|2304K|4|00:00.004|0:0
38266289|SpaTrack_Array|FAILED|00:00:33|10:00:00|128Gn||4|00:18.695|1:0
38266289.batch|batch|FAILED|00:00:33||128Gn|499196K|4|00:18.691|1:0
38266289.extern|extern|COMPLETED|00:00:34||128Gn|2308K|4|00:00.004|0:0
38266290|SpaTrack_Array|FAILED|00:00:33|10:00:00|128Gn||4|00:19.661|1:0
38266290.batch|batch|FAILED|00:00:33||128Gn|498616K|4|00:19.658|1:0
38266290.extern|extern|COMPLETED|00:00:34||128Gn|2204K|4|00:00.002|0:0
38266291|SpaTrack_Array|FAILED|00:00:35|10:00:00|128Gn||4|00:20.863|1:0
38266291.batch|batch|FAILED|00:00:35||128Gn|452348K|4|00:20.857|1:0
38266291.extern|extern|COMPLETED|00:00:36||128Gn|2892K|4|00:00.006|0:0
38273414|ood-r-4.4.1-foss-2023b|TIMEOUT|12:00:08|12:00:00|64Gc||8|00:32.869|0:0
38273414.batch|batch|CANCELLED|12:00:09||64Gc|121451260K|8|00:32.868|0:15
38273414.extern|extern|COMPLETED|12:00:08||64Gc|2864K|8|00:00:00|0:0
38273932|SpaTrack_Array|FAILED|00:01:50|10:00:00|128Gn||4|00:20.944|1:0
38273932.batch|batch|FAILED|00:01:50||128Gn|128980K|4|00:20.943|1:0
38273932.extern|extern|COMPLETED|00:01:51||128Gn|2864K|4|00:00:00|0:0
38273933|SpaTrack_Array|FAILED|00:00:49|10:00:00|128Gn||4|00:22.674|1:0
38273933.batch|batch|FAILED|00:00:49||128Gn|321000K|4|00:22.673|1:0
