JobIDRaw|JobName|State|Elapsed|Timelimit|ReqMem|MaxRSS|AllocCPUS|TotalCPU|ExitCode
37990651|Xen_res1.5_ABT|CANCELLED by 13047|00:01:46|05:00:00|128Gn||8|00:06.127|0:0
37990651.batch|batch|CANCELLED|00:01:47||128Gn|54792K|8|00:06.126|0:15
37990651.extern|extern|COMPLETED|00:01:46||128Gn|2864K|8|00:00:00|0:0
37990653|Xen_res1.5_ABT|CANCELLED by 13047|00:01:34|05:00:00|128Gn||8|00:06.044|0:0
37990653.batch|batch|CANCELLED|00:01:36||128Gn|3172K|8|00:06.043|0:15
37990653.extern|extern|COMPLETED|00:01:35||128Gn|2864K|8|00:00:00|0:0
37990654|Xen_res1.5_ABT|CANCELLED by 13047|00:01:37|05:00:00|128Gn||8|00:06.036|0:0
37990654.batch|batch|CANCELLED|00:01:38||128Gn|3172K|8|00:06.035|0:15
37990654.extern|extern|COMPLETED|00:01:37||128Gn|2864K|8|00:00.001|0:0
37990655|Xen_res1.5_ABT|CANCELLED by 13047|00:01:40|05:00:00|128Gn||8|00:06.032|0:0
37990655.batch|batch|CANCELLED|00:01:41||128Gn|299016K|8|00:06.031|0:15
37990655.extern|extern|COMPLETED|00:01:40||128Gn|2864K|8|00:00:00|0:0
37990656|Xen_res1.5_ABT|CANCELLED by 13047|00:01:42|05:00:00|128Gn||8|00:02.042|0:0
37990656.batch|batch|CANCELLED|00:01:43||128Gn|54792K|8|00:02.041|0:15
37990656.extern|extern|COMPLETED|00:01:42||128Gn|2864K|8|00:00:00|0:0
37990657|Xen_res1.5_ABT|CANCELLED by 13047|00:01:44|05:00:00|128Gn||8|00:06.141|0:0
37990657.batch|batch|CANCELLED|00:01:45||128Gn|54792K|8|00:06.141|0:15
37990657.extern|extern|COMPLETED|00:01:44||128Gn|2864K|8|00:00:00|0:0
37990659|Xen_res1.5_ABT|FAILED|00:11:13|05:00:00|128Gn||8|07:34.155|1:0
37990659.batch|batch|FAILED|00:11:13||128Gn|10668944K|8|07:34.155|1:0
37990659.extern|extern|COMPLETED|00:11:13||128Gn|2864K|8|00:00:00|0:0
37990660|Xen_res1.5_ABT|FAILED|00:18:52|05:00:00|128Gn||8|15:27.716|1:0
37990660.batch|batch|FAILED|00:18:52||128Gn|26103776K|8|15:27.715|1:0
37990660.extern|extern|COMPLETED|00:18:52||128Gn|2864K|8|00:00:00|0:0
37990661|Xen_res1.5_ABT|FAILED|00:17:34|05:00:00|128Gn||8|14:21.972|11:0
37990661.batch|batch|FAILED|00:17:34||128Gn|19685400K|8|14:21.970|11:0
37990661.extern|extern|COMPLETED|00:17:34||128Gn|2856K|8|00:00.002|0:0
37990662|Xen_res1.5_ABT|OUT_OF_MEMORY|00:13:52|05:00:00|128Gn||8|09:30.227|0:125
37990662.batch|batch|OUT_OF_MEMORY|00:13:52||128Gn|13243544K|8|09:30.227|0:125
37990662.extern|extern|COMPLETED|00:13:52||128Gn|2864K|8|00:00:00|0:0
37990663|Xen_res1.5_ABT|OUT_OF_MEMORY|00:12:13|05:00:00|128Gn||8|07:47.067|0:125
37990663.batch|batch|OUT_OF_MEMORY|00:12:13||128Gn|11053980K|8|07:47.065|0:125
37990663.extern|extern|COMPLETED|00:12:13||128Gn|2864K|8|00:00.001|0:0
37990664|Xen_res1.5_ABT|FAILED|00:11:07|05:00:00|128Gn||8|07:19.437|1:0
37990664.batch|batch|FAILED|00:11:07||128Gn|10054572K|8|07:19.436|1:0
37990664.extern|extern|COMPLETED|00:11:07||128Gn|348K|8|00:00:00|0:0
37990708|Xen_res1.5_ABT|COMPLETED|00:11:50|05:00:00|128Gn||8|12:59.869|0:0
37990708.batch|batch|COMPLETED|00:11:50||128Gn|14437220K|8|12:59.868|0:0
37990708.extern|extern|COMPLETED|00:11:50||128Gn|2864K|8|00:00.001|0:0
37990709|Xen_res1.5_ABT|COMPLETED|00:32:20|05:00:00|128Gn||8|35:11.669|0:0
37990709.batch|batch|COMPLETED|00:32:20||128Gn|45832692K|8|35:11.668|0:0
37990709.extern|extern|COMPLETED|00:32:20||128Gn|2864K|8|00:00:00|0:0
37990710|Xen_res1.5_ABT|COMPLETED|00:22:29|05:00:00|128Gn||8|23:56.866|0:0
37990710.batch|batch|COMPLETED|00:22:29||128Gn|32472900K|8|23:56.865|0:0
37990710.extern|extern|COMPLETED|00:22:29||128Gn|2864K|8|00:00:00|0:0
37990711|Xen_res1.5_ABT|COMPLETED|00:16:39|05:00:00|128Gn||8|18:50.232|0:0
37990711.batch|batch|COMPLETED|00:16:39||128Gn|21259820K|8|18:50.231|0:0
37990711.extern|extern|COMPLETED|00:16:39||128Gn|2864K|8|00:00:00|0:0
37990712|Xen_res1.5_ABT|FAILED|00:00:21|05:00:00|128Gn||8|00:09.526|4:0
37990712.batch|batch|FAILED|00:00:21||128Gn|3764K|8|00:09.525|4:0
37990712.extern|extern|COMPLETED|00:00:21||128Gn|3460K|8|00:00.001|0:0
37990713|Xen_res1.5_ABT|COMPLETED|00:11:58|05:00:00|128Gn||8|13:32.732|0:0
37990713.batch|batch|COMPLETED|00:11:58||128Gn|15940772K|8|13:32.730|0:0
37990713.extern|extern|COMPLETED|00:11:58||128Gn|2856K|8|00:00.002|0:0
37995272|Xenium_VZSubsets|FAILED|00:00:40|04:00:00|64Gn||8|00:12.695|4:0
37995272.batch|batch|FAILED|00:00:40||64Gn|104480K|8|00:12.693|4:0
37995272.extern|extern|COMPLETED|00:00:40||64Gn|348K|8|00:00.001|0:0
37995273|Xenium_VZSubsets|COMPLETED|00:03:52|04:00:00|64Gn||8|03:09.454|0:0
37995273.batch|batch|COMPLETED|00:03:52||64Gn|4490568K|8|03:09.453|0:0
37995273.extern|extern|COMPLETED|00:03:52||64Gn|2864K|8|00:00:00|0:0
37995274|Xenium_VZSubsets|FAILED|00:00:56|04:00:00|64Gn||8|00:17.133|1:0
37995274.batch|batch|FAILED|00:00:56||64Gn|117400K|8|00:17.132|1:0
37995274.extern|extern|COMPLETED|00:00:56||64Gn|2864K|8|00:00:00|0:0
37995275|Xenium_VZSubsets|FAILED|00:00:33|04:00:00|64Gn||8|00:16.679|1:0
37995275.batch|batch|FAILED|00:00:33||64Gn|458216K|8|00:16.678|1:0
37995275.extern|extern|COMPLETED|00:00:33||64Gn|2864K|8|00:00:00|0:0
37995276|Xenium_VZSubsets|FAILED|00:00:33|04:00:00|64Gn||8|00:15.323|1:0
37995276.batch|batch|FAILED|00:00:33||64Gn|342676K|8|00:15.322|1:0
37995276.extern|extern|COMPLETED|00:00:34||64Gn|2864K|8|00:00:00|0:0
37995277|Xenium_VZSubsets|FAILED|00:00:33|04:00:00|64Gn||8|00:15.691|1:0
37995277.batch|batch|FAILED|00:00:33||64Gn|342860K|8|00:15.690|1:0
37995277.extern|extern|COMPLETED|00:00:33||64Gn|2864K|8|00:00:00|0:0
37995278|Xenium_VZSubsets|FAILED|00:00:34|04:00:00|64Gn||8|00:16.119|1:0
37995278.batch|batch|FAILED|00:00:34||64Gn|342784K|8|00:16.118|1:0
37995278.extern|extern|COMPLETED|00:00:34||64Gn|2864K|8|00:00:00|0:0
37995279|Xenium_VZSubsets|FAILED|00:00:33|04:00:00|64Gn||8|00:14.810|1:0
37995279.batch|batch|FAILED|00:00:33||64Gn|342360K|8|00:14.809|1:0
37995279.extern|extern|COMPLETED|00:00:33||64Gn|2864K|8|00:00:00|0:0
37995280|Xenium_VZSubsets|FAILED|00:00:34|04:00:00|64Gn||8|00:14.772|1:0
37995280.batch|batch|FAILED|00:00:34||64Gn|342832K|8|00:14.771|1:0
37995280.extern|extern|COMPLETED|00:00:34||64Gn|2864K|8|00:00:00|0:0
37995281|Xenium_VZSubsets|FAILED|00:00:28|04:00:00|64Gn||8|00:11.680|4:0
37995281.batch|batch|FAILED|00:00:28||64Gn|3764K|8|00:11.678|4:0
37995281.extern|extern|COMPLETED|00:00:29||64Gn|3460K|8|00:00.002|0:0
37995282|Xenium_VZSubsets|FAILED|00:00:33|04:00:00|64Gn||8|00:14.865|1:0
37995282.batch|batch|FAILED|00:00:33||64Gn|342808K|8|00:14.864|1:0
37995282.extern|extern|COMPLETED|00:00:33||64Gn|2864K|8|00:00:00|0:0
37995283|Xenium_VZSubsets|FAILED|00:00:33|04:00:00|64Gn||8|00:14.593|1:0
37995283.batch|batch|FAILED|00:00:33||64Gn|440520K|8|00:14.593|1:0
37995283.extern|extern|COMPLETED|00:00:33||64Gn|2864K|8|00:00:00|0:0
37995284|Xenium_VZSubsets|FAILED|00:00:40|04:00:00|64Gn||8|00:12.566|4:0
37995284.batch|batch|FAILED|00:00:40||64Gn|117708K|8|00:12.564|4:0
37995284.extern|extern|COMPLETED|00:00:40||64Gn|3460K|8|00:00.001|0:0
37995285|Xenium_VZSubsets|FAILED|00:00:40|04:00:00|64Gn||8|00:12.516|4:0
37995285.batch|batch|FAILED|00:00:40||64Gn|117420K|8|00:12.515|4:0
37995285.extern|extern|COMPLETED|00:00:40||64Gn|3456K|8|00:00.001|0:0
37995286|Xenium_VZSubsets|FAILED|00:00:40|04:00:00|64Gn||8|00:12.606|4:0
37995286.batch|batch|FAILED|00:00:40||64Gn|104496K|8|00:12.605|4:0
37995286.extern|extern|COMPLETED|00:00:40||64Gn|348K|8|00:00.001|0:0
37995287|Xenium_VZSubsets|FAILED|00:00:40|04:00:00|64Gn||8|00:12.664|4:0
37995287.batch|batch|FAILED|00:00:40||64Gn|104480K|8|00:12.662|4:0
37995287.extern|extern|COMPLETED|00:00:40||64Gn|3620K|8|00:00.001|0:0
37995317|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:12.047|4:0
37995317.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:12.046|4:0
37995317.extern|extern|COMPLETED|00:00:17||64Gn|4K|8|00:00:00|0:0
37995319|Xenium_VZSubsets|COMPLETED|00:09:35|04:00:00|64Gn||8|09:06.039|0:0
37995319.batch|batch|COMPLETED|00:09:35||64Gn|18394668K|8|09:06.038|0:0
37995319.extern|extern|COMPLETED|00:09:35||64Gn|2864K|8|00:00:00|0:0
37995320|Xenium_VZSubsets|COMPLETED|00:06:52|04:00:00|64Gn||8|06:28.570|0:0
37995320.batch|batch|COMPLETED|00:06:52||64Gn|10682736K|8|06:28.569|0:0
37995320.extern|extern|COMPLETED|00:06:53||64Gn|2864K|8|00:00:00|0:0
37995321|Xenium_VZSubsets|FAILED|00:00:14|04:00:00|64Gn||8|00:11.713|4:0
37995321.batch|batch|FAILED|00:00:14||64Gn|3764K|8|00:11.712|4:0
37995321.extern|extern|COMPLETED|00:00:14||64Gn|3456K|8|00:00.001|0:0
37995322|Xenium_VZSubsets|COMPLETED|00:03:20|04:00:00|64Gn||8|03:16.048|0:0
37995322.batch|batch|COMPLETED|00:03:20||64Gn|4012980K|8|03:16.048|0:0
37995322.extern|extern|COMPLETED|00:03:21||64Gn|2864K|8|00:00:00|0:0
37995323|Xenium_VZSubsets|COMPLETED|00:03:35|04:00:00|64Gn||8|03:30.355|0:0
37995323.batch|batch|COMPLETED|00:03:35||64Gn|5085812K|8|03:30.355|0:0
37995323.extern|extern|COMPLETED|00:03:35||64Gn|2864K|8|00:00:00|0:0
37995324|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:12.295|4:0
37995324.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:12.294|4:0
37995324.extern|extern|COMPLETED|00:00:16||64Gn|3456K|8|00:00.001|0:0
37995325|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:12.205|4:0
37995325.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:12.203|4:0
37995325.extern|extern|COMPLETED|00:00:16||64Gn|3460K|8|00:00.001|0:0
37995326|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:12.237|4:0
37995326.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:12.236|4:0
37995326.extern|extern|COMPLETED|00:00:16||64Gn|4K|8|00:00:00|0:0
37995327|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:12.244|4:0
37995327.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:12.242|4:0
37995327.extern|extern|COMPLETED|00:00:16||64Gn|3456K|8|00:00.001|0:0
37995328|Xenium_VZSubsets|FAILED|00:00:59|04:00:00|64Gn||8|00:12.630|4:0
37995328.batch|batch|FAILED|00:00:59||64Gn|117420K|8|00:12.629|4:0
37995328.extern|extern|COMPLETED|00:00:59||64Gn|3456K|8|00:00.001|0:0
37995329|Xenium_VZSubsets|FAILED|00:00:59|04:00:00|64Gn||8|00:12.560|4:0
37995329.batch|batch|FAILED|00:00:59||64Gn|117428K|8|00:12.559|4:0
37995329.extern|extern|COMPLETED|00:00:59||64Gn|3456K|8|00:00.001|0:0
37995330|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:12.343|4:0
37995330.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:12.342|4:0
37995330.extern|extern|COMPLETED|00:00:17||64Gn|3456K|8|00:00.001|0:0
37995331|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:12.267|4:0
37995331.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:12.266|4:0
37995331.extern|extern|COMPLETED|00:00:17||64Gn|4K|8|00:00.001|0:0
37995332|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:12.289|4:0
37995332.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:12.288|4:0
37995332.extern|extern|COMPLETED|00:00:17||64Gn|348K|8|00:00:00|0:0
37995333|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:12.116|4:0
37995333.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:12.115|4:0
37995333.extern|extern|COMPLETED|00:00:17||64Gn|4K|8|00:00:00|0:0
37995350|Xenium_VZSubsets|FAILED|00:00:13|04:00:00|64Gn||8|00:09.740|4:0
37995350.batch|batch|FAILED|00:00:13||64Gn|3764K|8|00:09.738|4:0
37995350.extern|extern|COMPLETED|00:00:13||64Gn|4K|8|00:00.001|0:0
37995352|Xenium_VZSubsets|COMPLETED|00:11:04|04:00:00|64Gn||8|08:53.509|0:0
37995352.batch|batch|COMPLETED|00:11:04||64Gn|16318756K|8|08:53.508|0:0
37995352.extern|extern|COMPLETED|00:11:04||64Gn|2864K|8|00:00:00|0:0
37995353|Xenium_VZSubsets|COMPLETED|00:08:54|04:00:00|64Gn||8|06:43.796|0:0
37995353.batch|batch|COMPLETED|00:08:54||64Gn|10461124K|8|06:43.795|0:0
37995353.extern|extern|COMPLETED|00:08:54||64Gn|2864K|8|00:00:00|0:0
37995354|Xenium_VZSubsets|COMPLETED|00:05:33|04:00:00|64Gn||8|03:26.641|0:0
37995354.batch|batch|COMPLETED|00:05:33||64Gn|6351344K|8|03:26.640|0:0
37995354.extern|extern|COMPLETED|00:05:33||64Gn|2864K|8|00:00:00|0:0
37995355|Xenium_VZSubsets|COMPLETED|00:05:33|04:00:00|64Gn||8|03:24.431|0:0
37995355.batch|batch|COMPLETED|00:05:33||64Gn|4445284K|8|03:24.430|0:0
37995355.extern|extern|COMPLETED|00:05:33||64Gn|2864K|8|00:00:00|0:0
37995356|Xenium_VZSubsets|COMPLETED|00:05:51|04:00:00|64Gn||8|03:41.895|0:0
37995356.batch|batch|COMPLETED|00:05:51||64Gn|5070384K|8|03:41.894|0:0
37995356.extern|extern|COMPLETED|00:05:51||64Gn|2864K|8|00:00:00|0:0
37995357|Xenium_VZSubsets|FAILED|00:00:12|04:00:00|64Gn||8|00:09.301|4:0
37995357.batch|batch|FAILED|00:00:12||64Gn|3764K|8|00:09.299|4:0
37995357.extern|extern|COMPLETED|00:00:12||64Gn|3460K|8|00:00.001|0:0
37995358|Xenium_VZSubsets|COMPLETED|00:07:03|04:00:00|64Gn||8|06:51.811|0:0
37995358.batch|batch|COMPLETED|00:07:03||64Gn|8699232K|8|06:51.810|0:0
37995358.extern|extern|COMPLETED|00:07:03||64Gn|2864K|8|00:00:00|0:0
37995359|Xenium_VZSubsets|COMPLETED|00:02:58|04:00:00|64Gn||8|02:54.043|0:0
37995359.batch|batch|COMPLETED|00:02:58||64Gn|3903828K|8|02:54.042|0:0
37995359.extern|extern|COMPLETED|00:02:58||64Gn|2864K|8|00:00:00|0:0
37995360|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:09.892|4:0
37995360.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:09.891|4:0
37995360.extern|extern|COMPLETED|00:00:16||64Gn|3456K|8|00:00.001|0:0
37995361|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:09.794|4:0
37995361.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:09.793|4:0
37995361.extern|extern|COMPLETED|00:00:16||64Gn|3456K|8|00:00.001|0:0
37995362|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:09.845|4:0
37995362.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:09.844|4:0
37995362.extern|extern|COMPLETED|00:00:16||64Gn|3456K|8|00:00.001|0:0
37995363|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:09.796|4:0
37995363.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:09.795|4:0
37995363.extern|extern|COMPLETED|00:00:16||64Gn|4K|8|00:00:00|0:0
37995364|Xenium_VZSubsets|FAILED|00:00:16|04:00:00|64Gn||8|00:09.789|4:0
37995364.batch|batch|FAILED|00:00:16||64Gn|3764K|8|00:09.788|4:0
37995364.extern|extern|COMPLETED|00:00:16||64Gn|4K|8|00:00.001|0:0
37995365|Xenium_VZSubsets|FAILED|00:00:13|04:00:00|64Gn||8|00:09.864|4:0
37995365.batch|batch|FAILED|00:00:13||64Gn|3764K|8|00:09.863|4:0
37995365.extern|extern|COMPLETED|00:00:13||64Gn|3456K|8|00:00.001|0:0
37995366|Xenium_VZSubsets|FAILED|00:00:13|04:00:00|64Gn||8|00:09.827|4:0
37995366.batch|batch|FAILED|00:00:13||64Gn|3764K|8|00:09.826|4:0
37995366.extern|extern|COMPLETED|00:00:13||64Gn|4K|8|00:00.001|0:0
37995841|Xenium_VZSubsets|FAILED|00:00:15|04:00:00|64Gn||8|00:09.527|4:0
37995841.batch|batch|FAILED|00:00:15||64Gn|3764K|8|00:09.526|4:0
37995841.extern|extern|COMPLETED|00:00:15||64Gn|4K|8|00:00:00|0:0
37995842|Xenium_VZSubsets|COMPLETED|00:03:31|04:00:00|64Gn||8|03:22.911|0:0
37995842.batch|batch|COMPLETED|00:03:31||64Gn|6274172K|8|03:22.910|0:0
37995842.extern|extern|COMPLETED|00:03:31||64Gn|2864K|8|00:00:00|0:0
37995843|Xenium_VZSubsets|COMPLETED|00:03:51|04:00:00|64Gn||8|03:25.089|0:0
37995843.batch|batch|COMPLETED|00:03:51||64Gn|4611568K|8|03:25.088|0:0
37995843.extern|extern|COMPLETED|00:03:51||64Gn|2864K|8|00:00:00|0:0
37995844|Xenium_VZSubsets|COMPLETED|00:06:54|04:00:00|64Gn||8|06:28.732|0:0
37995844.batch|batch|COMPLETED|00:06:54||64Gn|6523348K|8|06:28.731|0:0
37995844.extern|extern|COMPLETED|00:06:55||64Gn|2864K|8|00:00:00|0:0
37995845|Xenium_VZSubsets|COMPLETED|00:07:09|04:00:00|64Gn||8|06:33.643|0:0
37995845.batch|batch|COMPLETED|00:07:09||64Gn|6855060K|8|06:33.641|0:0
37995845.extern|extern|COMPLETED|00:07:09||64Gn|2864K|8|00:00.001|0:0
37995846|Xenium_VZSubsets|COMPLETED|00:06:41|04:00:00|64Gn||8|06:16.130|0:0
37995846.batch|batch|COMPLETED|00:06:41||64Gn|6982240K|8|06:16.129|0:0
37995846.extern|extern|COMPLETED|00:06:41||64Gn|2864K|8|00:00:00|0:0
37995847|Xenium_VZSubsets|COMPLETED|00:05:35|04:00:00|64Gn||8|05:10.135|0:0
37995847.batch|batch|COMPLETED|00:05:35||64Gn|6584164K|8|05:10.134|0:0
37995847.extern|extern|COMPLETED|00:05:35||64Gn|2864K|8|00:00:00|0:0
37995848|Xenium_VZSubsets|FAILED|00:00:27|04:00:00|64Gn||8|00:09.859|4:0
37995848.batch|batch|FAILED|00:00:27||64Gn|3764K|8|00:09.858|4:0
37995848.extern|extern|COMPLETED|00:00:27||64Gn|3456K|8|00:00.001|0:0
37995849|Xenium_VZSubsets|FAILED|00:00:27|04:00:00|64Gn||8|00:09.786|4:0
37995849.batch|batch|FAILED|00:00:27||64Gn|3764K|8|00:09.785|4:0
37995849.extern|extern|COMPLETED|00:00:27||64Gn|3456K|8|00:00.001|0:0
37996088|Xenium_VZSubsets|COMPLETED|00:04:30|04:00:00|64Gn||8|03:11.024|0:0
37996088.batch|batch|COMPLETED|00:04:30||64Gn|5031768K|8|03:11.023|0:0
37996088.extern|extern|COMPLETED|00:04:30||64Gn|2864K|8|00:00.001|0:0
37996089|Xenium_VZSubsets|COMPLETED|00:08:12|04:00:00|64Gn||8|06:53.184|0:0
37996089.batch|batch|COMPLETED|00:08:12||64Gn|6713316K|8|06:53.182|0:0
37996089.extern|extern|COMPLETED|00:08:12||64Gn|2188K|8|00:00.002|0:0
37996090|Xenium_VZSubsets|COMPLETED|00:05:10|04:00:00|64Gn||8|03:51.196|0:0
37996090.batch|batch|COMPLETED|00:05:10||64Gn|5368240K|8|03:51.195|0:0
37996090.extern|extern|COMPLETED|00:05:10||64Gn|2864K|8|00:00.001|0:0
38016460|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:14|12:00:00|64Gc||8|00:33.852|0:0
38016460.batch|batch|CANCELLED|12:00:15||64Gc|69658096K|8|00:33.851|0:15
38016460.extern|extern|COMPLETED|12:00:14||64Gc|2864K|8|00:00:00|0:0
38057958|ood-r-4.4.0-foss-2022b|TIMEOUT|12:00:07|12:00:00|64Gc||8|00:47.027|0:0
38057958.batch|batch|CANCELLED|12:00:14||64Gc|115488132K|8|00:47.026|0:15
38057958.extern|extern|COMPLETED|12:00:08||64Gc|2864K|8|00:00.001|0:0
38074659|ood-r-4.4.0-foss-2022b|CANCELLED by 13047|04:29:57|12:00:00|64Gc||8|01:02:19|0:0
38074659.batch|batch|CANCELLED|04:30:00||64Gc|48011332K|8|01:02:19|0:15
38074659.extern|extern|COMPLETED|04:29:57||64Gc|2864K|8|00:00:00|0:0
38074875|Xenium_RLSubsets|FAILED|00:00:26|04:00:00|64Gn||8|00:10.063|4:0
38074875.batch|batch|FAILED|00:00:26||64Gn|3764K|8|00:10.062|4:0
38074875.extern|extern|COMPLETED|00:00:26||64Gn|3456K|8|00:00.001|0:0
38074876|Xenium_RLSubsets|FAILED|00:00:35|04:00:00|64Gn||8|00:15.681|1:0
38074876.batch|batch|FAILED|00:00:35||64Gn|443132K|8|00:15.680|1:0
38074876.extern|extern|COMPLETED|00:00:35||64Gn|2900K|8|00:00.001|0:0
38074877|Xenium_RLSubsets|FAILED|00:00:35|04:00:00|64Gn||8|00:17.578|1:0
38074877.batch|batch|FAILED|00:00:35||64Gn|436336K|8|00:17.577|1:0
38074877.extern|extern|COMPLETED|00:00:35||64Gn|2864K|8|00:00.001|0:0
38074878|Xenium_RLSubsets|FAILED|00:00:35|04:00:00|64Gn||8|00:12.943|1:0
38074878.batch|batch|FAILED|00:00:35||64Gn|443152K|8|00:12.942|1:0
38074878.extern|extern|COMPLETED|00:00:35||64Gn|2864K|8|00:00:00|0:0
38074879|Xenium_RLSubsets|FAILED|00:00:35|04:00:00|64Gn||8|00:12.973|1:0
38074879.batch|batch|FAILED|00:00:35||64Gn|442456K|8|00:12.972|1:0
38074879.extern|extern|COMPLETED|00:00:35||64Gn|2864K|8|00:00:00|0:0
38074880|Xenium_RLSubsets|FAILED|00:00:35|04:00:00|64Gn||8|00:12.848|1:0
38074880.batch|batch|FAILED|00:00:35||64Gn|359664K|8|00:12.847|1:0
38074880.extern|extern|COMPLETED|00:00:35||64Gn|2864K|8|00:00:00|0:0
38074881|Xenium_RLSubsets|FAILED|00:00:36|04:00:00|64Gn||8|00:14.189|1:0
38074881.batch|batch|FAILED|00:00:36||64Gn|436304K|8|00:14.187|1:0
38074881.extern|extern|COMPLETED|00:00:36||64Gn|2864K|8|00:00.001|0:0
38074882|Xenium_RLSubsets|FAILED|00:00:35|04:00:00|64Gn||8|00:14.216|1:0
38074882.batch|batch|FAILED|00:00:35||64Gn|436332K|8|00:14.215|1:0
38074882.extern|extern|COMPLETED|00:00:36||64Gn|2864K|8|00:00:00|0:0
38074883|Xenium_RLSubsets|FAILED|00:00:36|04:00:00|64Gn||8|00:13.801|1:0
38074883.batch|batch|FAILED|00:00:36||64Gn|436316K|8|00:13.800|1:0
38074883.extern|extern|COMPLETED|00:00:36||64Gn|2864K|8|00:00:00|0:0
38074884|Xenium_RLSubsets|FAILED|00:00:36|04:00:00|64Gn||8|00:13.875|1:0
38074884.batch|batch|FAILED|00:00:36||64Gn|363412K|8|00:13.874|1:0
38074884.extern|extern|COMPLETED|00:00:36||64Gn|2864K|8|00:00:00|0:0
38074885|Xenium_RLSubsets|FAILED|00:00:36|04:00:00|64Gn||8|00:14.232|1:0
38074885.batch|batch|FAILED|00:00:36||64Gn|365628K|8|00:14.231|1:0
38074885.extern|extern|COMPLETED|00:00:36||64Gn|2864K|8|00:00.001|0:0
38074886|Xenium_RLSubsets|FAILED|00:00:35|04:00:00|64Gn||8|00:13.383|1:0
38074886.batch|batch|FAILED|00:00:35||64Gn|435760K|8|00:13.382|1:0
38074886.extern|extern|COMPLETED|00:00:36||64Gn|2864K|8|00:00:00|0:0
38074887|Xenium_RLSubsets|FAILED|00:00:35|04:00:00|64Gn||8|00:13.402|1:0
38074887.batch|batch|FAILED|00:00:35||64Gn|395736K|8|00:13.401|1:0
38074887.extern|extern|COMPLETED|00:00:36||64Gn|2864K|8|00:00:00|0:0
38074888|Xenium_RLSubsets|FAILED|00:00:35|04:00:00|64Gn||8|00:12.992|1:0
38074888.batch|batch|FAILED|00:00:35||64Gn|436332K|8|00:12.992|1:0
38074888.extern|extern|COMPLETED|00:00:36||64Gn|2864K|8|00:00:00|0:0
38074889|Xenium_RLSubsets|FAILED|00:00:44|04:00:00|64Gn||8|00:09.957|4:0
38074889.batch|batch|FAILED|00:00:44||64Gn|12788K|8|00:09.956|4:0
38074889.extern|extern|COMPLETED|00:00:44||64Gn|3456K|8|00:00.001|0:0
38074890|Xenium_RLSubsets|FAILED|00:00:26|04:00:00|64Gn||8|00:10.100|4:0
38074890.batch|batch|FAILED|00:00:26||64Gn|3764K|8|00:10.099|4:0
38074890.extern|extern|COMPLETED|00:00:26||64Gn|3456K|8|00:00.001|0:0
38074954|Xenium_RLSubsets|FAILED|00:00:43|04:00:00|64Gn||8|00:10.105|4:0
38074954.batch|batch|FAILED|00:00:43||64Gn|54792K|8|00:10.104|4:0
38074954.extern|extern|COMPLETED|00:00:43||64Gn|3456K|8|00:00.001|0:0
38074955|Xenium_RLSubsets|COMPLETED|00:10:25|04:00:00|64Gn||8|10:07.861|0:0
38074955.batch|batch|COMPLETED|00:10:25||64Gn|15362476K|8|10:07.859|0:0
38074955.extern|extern|COMPLETED|00:10:26||64Gn|2680K|8|00:00.002|0:0
38074956|Xenium_RLSubsets|COMPLETED|00:07:05|04:00:00|64Gn||8|07:00.363|0:0
38074956.batch|batch|COMPLETED|00:07:05||64Gn|10747696K|8|07:00.362|0:0
38074956.extern|extern|COMPLETED|00:07:05||64Gn|2864K|8|00:00.001|0:0
38074957|Xenium_RLSubsets|COMPLETED|00:03:26|04:00:00|64Gn||8|03:09.662|0:0
